nome_hotel,prezzo,stanza,città,data,punteggio,numero_recensioni,distanza_centro,genius,offerte,colazione_inclusa,senza_pagamento_anticipato,cancellazione_gratuita,os,username,user_agent_type,TIMESTAMP
Leone Suite B&B & Restaurant,€ 74,Camera Matrimoniale Economy,"Ruggero Settimo, Palermo",2024-03-20,"8,4",638 recensioni,"0,6 km dal centro",False,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Palazzo delle Logge,€ 81,Camera Deluxe,"Castellammare Vucciria, Palermo",2024-03-20,"9,0",287 recensioni,"0,8 km dal centro",False,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Casa Nostra Boutique Hotel & Spa,€ 208,Camera Matrimoniale Superior,"Monte di Pietà, Palermo",2024-03-20,"9,2",1.350 recensioni,350 m dal centro,True,,True,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
BONORUM,€ 53,Camera Tripla Comfort,Palermo,2024-03-20,"7,9",763 recensioni,"1,1 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Suite Palermo Apartment,€ 85,Camera Matrimoniale Piccola,Palermo,2024-03-20,"9,3",256 recensioni,"1,7 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
5Venti Rental Rooms,€ 75,Camera Matrimoniale con Balcone,"La Kalsa, Palermo",2024-03-20,"9,2",351 recensioni,1 km dal centro,True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Hotel Joli,€ 85,Camera Matrimoniale/Doppia con Letti Singoli,"Ruggero Settimo, Palermo",2024-03-20,"7,7",1.183 recensioni,"0,5 km dal centro",True,,False,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Mama Tita Rooms and Breakfast,€ 90,Camera Matrimoniale/Doppia con Letti Singoli con Balcone,Palermo,2024-03-20,"9,6",455 recensioni,"1,1 km dal centro",True,,True,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Guelio al Massimo Suites&Breakfast,€ 90,Camera Matrimoniale/Doppia con Letti Singoli con Bagno Privato,"Monte di Pietà, Palermo",2024-03-20,"8,7",413 recensioni,250 m dal centro,True,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Ciccio Rooms and breakfast,€ 86,Camera Matrimoniale Deluxe con Balcone e Vista Mare,Palermo,2024-03-20,"9,3",77 recensioni,"3,5 km dal centro",True,Offerta Inizio 2024 ,True,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Casale D' Or,€ 47,Camera Tripla con Balcone e Bagno Privato Esterno,Palermo,2024-03-20,"8,2",196 recensioni,"1,4 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
La Dimora dei sette Arcangeli,€ 64,Camera Budget Matrimoniale/Doppia con Letti Singoli,Palermo,2024-03-20,"8,4",363 recensioni,"1,8 km dal centro",False,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Liberty Palace,€ 87,Camera Matrimoniale Deluxe con Balcone,"La Kalsa, Palermo",2024-03-20,"8,8",561 recensioni,"1,3 km dal centro",True,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Vittorio Emanuele Rooms di Prinzi,€ 80,Camera Tripla Comfort,Palermo,2024-03-20,"8,7",228 recensioni,"0,7 km dal centro",True,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Casa Nostra B&B,€ 94,Camera King Superior,"Monte di Pietà, Palermo",2024-03-20,"7,6",237 recensioni,300 m dal centro,True,,True,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
B&B Cala Peppa,€ 98,Junior Suite con Terrazza,"Castellammare Vucciria, Palermo",2024-03-20,"8,8",596 recensioni,"0,8 km dal centro",True,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Rooms 19 - Rooms and Breakfast,€ 77,Camera Matrimoniale con Balcone,"Castellammare Vucciria, Palermo",2024-03-20,"9,1",128 recensioni,"0,6 km dal centro",True,Offerta Inizio 2024 ,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Vespri Luxury Rooms & Suites,€ 77,Camera Matrimoniale Standard,"La Kalsa, Palermo",2024-03-20,"9,0",227 recensioni,"0,9 km dal centro",False,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Antica Palermo B&B,€ 76,Camera Matrimoniale con Bagno Privato Esterno,"Castellammare Vucciria, Palermo",2024-03-20,"8,5",314 recensioni,"0,7 km dal centro",True,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Le case di Frelli,€ 80,Casa con 1 Camera da Letto,Palermo,2024-03-20,"9,1",257 recensioni,"1,8 km dal centro",False,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
La Terrazza su Palermo,€ 86,Camera Matrimoniale con Balcone,"Ruggero Settimo, Palermo",2024-03-20,"8,3",746 recensioni,300 m dal centro,True,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
B&B Gallidoro,€ 85,Camera Matrimoniale con Bagno Privato,"Albergaria, Palermo",2024-03-20,"9,2",780 recensioni,1 km dal centro,True,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Palermo Historia,€ 105,Camera Matrimoniale Economy,"Castellammare Vucciria, Palermo",2024-03-20,"9,5",156 recensioni,450 m dal centro,True,Offerta Inizio 2024 ,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Balate Maqueda B&B,€ 99,Camera Quadrupla,"Castellammare Vucciria, Palermo",2024-03-20,"8,9",650 recensioni,400 m dal centro,False,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Alle Porte del Capo,€ 61,Camera Quadrupla con Balcone,"Monte di Pietà, Palermo",2024-03-20,"7,8",376 recensioni,500 m dal centro,True,,True,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Le Stanze Dell'Emiro,€ 77,Camera Queen con Vista Giardino,Palermo,2024-03-20,"9,4",331 recensioni,"1,4 km dal centro",False,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Exclusive,€ 58,Camera Matrimoniale con Bagno in Comune,Palermo,2024-03-20,"8,6",303 recensioni,11 km dal centro,True,,True,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
BONORUM De Spuches,€ 58,Camera Deluxe Matrimoniale/Doppia con Letti Singoli con Vista Città,Palermo,2024-03-20,"8,3",671 recensioni,"0,8 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
B&B Xenia,€ 54,Camera Matrimoniale,"Albergaria, Palermo",2024-03-20,"8,7",662 recensioni,"1,2 km dal centro",True,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Castelnuovo Rooms,€ 42,Camera Matrimoniale/Doppia con Letti Singoli con Bagno in Comune,"Ruggero Settimo, Palermo",2024-03-20,"8,6",539 recensioni,350 m dal centro,True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Grand Hotel Et Des Palmes,€ 264,Camera Matrimoniale Comfort,"Ruggero Settimo, Palermo",2024-03-20,"9,0",1.021 recensioni,400 m dal centro,True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
B&B Le Porte Del Centro,€ 65,Camera Matrimoniale/Doppia con Letti Singoli con Bagno Privato,"Ruggero Settimo, Palermo",2024-03-20,"9,4",109 recensioni,"0,7 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Heritage Collection Palermo,€ 159,Suite Duplex,"Albergaria, Palermo",2024-03-20,"9,8",5 recensioni,"0,9 km dal centro",True,,True,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
B&B Alexander-Room and Breakfast,€ 67,Camera Doppia con Letti Singoli con Bagno Privato,Palermo,2024-03-20,"8,5",299 recensioni,"0,6 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Ad Hoc Rooms,€ 100,Camera Matrimoniale/Doppia con Letti Singoli con Bagno Privato,"La Kalsa, Palermo",2024-03-20,"9,4",511 recensioni,"0,9 km dal centro",True,,True,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Sicilian Rooms Palermo,€ 109,Camera Matrimoniale Deluxe,"Castellammare Vucciria, Palermo",2024-03-20,"8,0",533 recensioni,200 m dal centro,True,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Liberty Suites,€ 82,Junior Suite con Balcone,"Ruggero Settimo, Palermo",2024-03-20,"8,6",837 recensioni,500 m dal centro,True,Offerta Inizio 2024 ,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Villa del Gattopardo,€ 154,Camera Queen Superior,Palermo,2024-03-20,"8,6",166 recensioni,"5,5 km dal centro",True,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Camplus Guest Palermo,€ 113,Camera Matrimoniale/Doppia con Letti Singoli,"Albergaria, Palermo",2024-03-20,"8,5",1.149 recensioni,"1,3 km dal centro",False,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Guest House Colonna,€ 53,Camera Matrimoniale Deluxe con Vasca,Palermo,2024-03-20,"8,9",78 recensioni,"1,1 km dal centro",False,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
B&B Vivere Palermo,€ 86,Camera Matrimoniale/Doppia con Letti Singoli,"Monte di Pietà, Palermo",2024-03-20,"8,8",360 recensioni,"0,5 km dal centro",False,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Hotel Pontemare,€ 116,Camera Matrimoniale,Palermo,2024-03-20,"8,5",906 recensioni,"0,8 km dal centro",True,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Ballarò Guest House,€ 76,Camera Matrimoniale con Bagno Privato,"Albergaria, Palermo",2024-03-20,"9,4",377 recensioni,"1,3 km dal centro",True,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Al Politeama Rooms B&B,€ 58,Camera Tripla con Bagno in Comune,"Borgo vecchio, Palermo",2024-03-20,"8,9",641 recensioni,"0,7 km dal centro",True,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Hotel Bel 3,€ 76,Camera Matrimoniale Economy con Vista Parziale,Palermo,2024-03-20,"8,1",2.538 recensioni,"5,5 km dal centro",True,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Dimora Villareale,€ 64,Camera King con Balcone,"Ruggero Settimo, Palermo",2024-03-20,"7,1",272 recensioni,250 m dal centro,False,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Palazzo Natoli Boutique Hotel,€ 208,Camera Matrimoniale Classic con Balcone,"Albergaria, Palermo",2024-03-20,"9,5",446 recensioni,"0,7 km dal centro",False,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
LE PORTE DI PALERMO,€ 58,Camera Tripla con Bagno Privato,Palermo,2024-03-20,"8,4",597 recensioni,"0,6 km dal centro",True,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Palazzo Ventimiglia,€ 174,Camera King Superior,"La Kalsa, Palermo",2024-03-20,"9,4",146 recensioni,"0,8 km dal centro",False,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
B&b Carpe Diem,€ 75,Camera Tripla con Balcone,Palermo,2024-03-20,"9,8",539 recensioni,"0,9 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Into Palermo B&B,€ 68,Camera Matrimoniale Deluxe,"Monte di Pietà, Palermo",2024-03-20,"9,2",457 recensioni,350 m dal centro,True,,False,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
La Ciconella,€ 54,Camera Matrimoniale con Bagno Privato,Palermo,2024-03-20,"8,4",321 recensioni,"1,6 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Borghi di Belmonte,€ 96,Camera Deluxe,"Ruggero Settimo, Palermo",2024-03-20,"9,2",398 recensioni,350 m dal centro,True,,True,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Le Cupole Decò,€ 94,Camera Matrimoniale Deluxe con Balcone e Vista Città,"Castellammare Vucciria, Palermo",2024-03-20,"9,3",318 recensioni,"0,6 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Papillon BnB,€ 58,Ampia Camera Matrimoniale/Doppia con Letti Singoli,"Ruggero Settimo, Palermo",2024-03-20,"8,7",680 recensioni,"0,7 km dal centro",False,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Archè Design Rooms and Suites,€ 103,Camera Matrimoniale Economy,"Ruggero Settimo, Palermo",2024-03-20,"9,2",553 recensioni,"0,6 km dal centro",True,,False,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Ballarooms B&B Palermo Centro,€ 97,Camera Matrimoniale con Bagno Privato Esterno,"Albergaria, Palermo",2024-03-20,"9,7",576 recensioni,"1,2 km dal centro",True,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Kalamonjo Suite&Rooms,€ 108,Camera Deluxe,"Ruggero Settimo, Palermo",2024-03-20,"9,2",244 recensioni,"0,6 km dal centro",False,,True,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
100 PASSI,€ 58,Camera Quadrupla,"Monte di Pietà, Palermo",2024-03-20,"8,8",223 recensioni,"0,5 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
InCanto,€ 134,Camera Matrimoniale,"Monte di Pietà, Palermo",2024-03-20,"8,8",877 recensioni,"0,7 km dal centro",False,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
LE CAMERE DI VIA MECCIO,€ 57,Camera Matrimoniale Economy,"Ruggero Settimo, Palermo",2024-03-20,"8,8",93 recensioni,300 m dal centro,True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Teatro Del Sole Maqueda,€ 74,Camera Matrimoniale Deluxe,"Monte di Pietà, Palermo",2024-03-20,"8,7",710 recensioni,"0,6 km dal centro",False,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
La Casetta,€ 59,Camera Matrimoniale,Palermo,2024-03-20,"8,7",427 recensioni,4 km dal centro,True,,True,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
B&B Malvasia,€ 92,Suite King con Balcone,"La Kalsa, Palermo",2024-03-20,"9,2",64 recensioni,1 km dal centro,True,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
I Mori di Porta Nuova Suite & Terrace,€ 151,Camera King con Balcone,"Monte di Pietà, Palermo",2024-03-20,"9,0",586 recensioni,1 km dal centro,True,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Sky Sleeping,€ 71,Camera Matrimoniale/Doppia con Letti Singoli,Palermo,2024-03-20,"7,6",173 recensioni,"0,9 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
centruMassimo b&b,€ 79,Camera Matrimoniale con Bagno Privato,"Monte di Pietà, Palermo",2024-03-20,"9,0",446 recensioni,350 m dal centro,False,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Residenza del Castillo,€ 72,Camera Matrimoniale,"Albergaria, Palermo",2024-03-20,"9,0",365 recensioni,1 km dal centro,True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Blanc Rooms,€ 54,Camera Matrimoniale Superior,Palermo,2024-03-20,"7,2",63 recensioni,"1,4 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Artemisia Palace Hotel,€ 163,Camera Matrimoniale,"Ruggero Settimo, Palermo",2024-03-20,"8,3",1.684 recensioni,500 m dal centro,False,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
NH Palermo,€ 138,Camera Standard Matrimoniale/Doppia con Letti Singoli,"La Kalsa, Palermo",2024-03-20,"7,8",3.440 recensioni,"1,7 km dal centro",False,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Via Roma 315 Bed and Breakfast,€ 92,Camera Tripla con Bagno Privato,"Castellammare Vucciria, Palermo",2024-03-20,"9,4",356 recensioni,450 m dal centro,True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Porta Aragonese Luxury Rooms,€ 103,Camera Matrimoniale Superior,Palermo,2024-03-20,"9,6",289 recensioni,"0,8 km dal centro",True,,False,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Hotel Villa Archirafi,€ 93,Camera Matrimoniale/Doppia con Letti Singoli,Palermo,2024-03-20,"8,1",745 recensioni,"1,5 km dal centro",True,,False,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Hotel Roma 62,€ 89,Camera Matrimoniale/Doppia con Letti Singoli - Accesso Disabili,"La Kalsa, Palermo",2024-03-20,"8,1",445 recensioni,"1,2 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Cheap in Center,€ 59,Camera Matrimoniale con Bagno Privato Esterno,"Ruggero Settimo, Palermo",2024-03-20,"8,3",385 recensioni,150 m dal centro,False,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Residenze Chamur- Grattacielo,€ 124,Camera Matrimoniale Standard,Palermo,2024-03-20,"9,0",309 recensioni,200 m dal centro,False,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Politeama Center,€ 71,Camera Matrimoniale,"Borgo vecchio, Palermo",2024-03-20,"8,3",438 recensioni,"0,6 km dal centro",False,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Aristocasa B&B luxury rooms,€ 62,Camera Deluxe (2 Adulti + 1 Bambino),Palermo,2024-03-20,"8,8",18 recensioni,"1,6 km dal centro",False,Offerta Inizio 2024 ,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Maison La Lumia,€ 64,Camera Queen,"Ruggero Settimo, Palermo",2024-03-20,10,2 recensioni,"0,7 km dal centro",False,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Hotel Mediterraneo,€ 93,Camera Matrimoniale/Doppia con Letti Singoli,"Ruggero Settimo, Palermo",2024-03-20,"7,7",3.759 recensioni,200 m dal centro,False,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Belmonte102 Esclusive Suites,€ 105,Camera Deluxe Matrimoniale/Doppia con Letti Singoli con Balcone,"Ruggero Settimo, Palermo",2024-03-20,"8,9",569 recensioni,350 m dal centro,True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Hotel Plaza Opéra,€ 117,CLASSIC Room,"Ruggero Settimo, Palermo",2024-03-20,"7,9",221 recensioni,"0,6 km dal centro",False,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Hostelò - Luxury Hostel,€ 139,Dormitorio Misto con 8 Letti,"Ruggero Settimo, Palermo",2024-03-20,"9,9",9 recensioni,250 m dal centro,True,,True,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Rosella Bianchi,€ 49,Camera Matrimoniale/Doppia con Letti Singoli con Bagno Privato Esterno,"La Kalsa, Palermo",2024-03-20,"7,8",490 recensioni,"1,2 km dal centro",False,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Quinto Stabile Rooms&Suite,€ 84,Camera Matrimoniale Small con Letto alla Francese,"Ruggero Settimo, Palermo",2024-03-20,"8,8",337 recensioni,300 m dal centro,True,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Kurò,€ 83,Camera Matrimoniale Deluxe con Balcone,"Monte di Pietà, Palermo",2024-03-20,"9,0",500 recensioni,350 m dal centro,False,,True,True,True,MacOS,marcofantile,desktop,03-03-2024---17:10
B&B Domus Dei Cocchieri,€ 76,Camera Matrimoniale,"La Kalsa, Palermo",2024-03-20,"8,8",389 recensioni,"1,1 km dal centro",False,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Porta Maqueda,€ 99,Camera Matrimoniale Deluxe,"Castellammare Vucciria, Palermo",2024-03-20,"9,1",570 recensioni,100 m dal centro,False,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Mamamia al Politeama,€ 51,Camera Tripla con Bagno in Comune,"Ruggero Settimo, Palermo",2024-03-20,"8,5",378 recensioni,350 m dal centro,True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Mantegna Rooms,€ 84,Camera Doppia con Letti Singoli Spaziosa,"La Kalsa, Palermo",2024-03-20,"9,1",292 recensioni,"0,9 km dal centro",False,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Ibis Styles Palermo Cristal,€ 128,Camera Matrimoniale,"Ruggero Settimo, Palermo",2024-03-20,"7,7",1.597 recensioni,450 m dal centro,False,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
A Casa di Josephine,€ 84,Camera Deluxe (2 Adulti + 1 Bambino),Palermo,2024-03-20,"9,0",311 recensioni,"1,7 km dal centro",False,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---17:10
Persiane al Cassaro,€ 93,Camera Matrimoniale Standard,"La Kalsa, Palermo",2024-03-20,"9,4",585 recensioni,"0,9 km dal centro",True,Offerta Inizio 2024 ,True,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
B&B Palazzo Corvino,€ 103,Camera Matrimoniale Deluxe,"La Kalsa, Palermo",2024-03-20,"9,0",285 recensioni,"1,1 km dal centro",False,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Casa Galati,€ 49,Camera Matrimoniale,"Ruggero Settimo, Palermo",2024-03-20,"8,2",288 recensioni,200 m dal centro,True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
Maison Butera LUXURY SUITE,€ 127,Camera Deluxe,"La Kalsa, Palermo",2024-03-20,"8,7",58 recensioni,"1,4 km dal centro",True,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---17:10
