nome_hotel,prezzo,stanza,città,data,punteggio,numero_recensioni,distanza_centro,genius,offerte,colazione_inclusa,senza_pagamento_anticipato,cancellazione_gratuita,os,username,user_agent_type,TIMESTAMP
Hotel Memphis,€ 195,Room Assigned on Arrival,"Trevi, Roma",2024-03-20,"7,8",690 recensioni,"0,8 km dal centro",True,,True,False,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Le Stanze di Pietro,€ 182,Camera Matrimoniale,"Vaticano Prati, Roma",2024-03-20,"8,8",556 recensioni,"2,9 km dal centro",True,,True,True,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Luna Rossa Roma Guest House,€ 111,Camera Matrimoniale con Bagno Privato,"Portuense, Roma",2024-03-20,"9,5",259 recensioni,"2,8 km dal centro",False,,True,True,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Roma Talenti Fucini B&B,€ 123,Camera Tripla con Balcone,"Monte Sacro, Roma",2024-03-20,"7,9",135 recensioni,8 km dal centro,True,,True,True,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Boho Suites - Rome Colosseum,€ 188,Camera Matrimoniale Deluxe,"Rione Monti, Roma",2024-03-20,"9,5",47 recensioni,"1,1 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
iRooms Campo dei Fiori,€ 185,Camera Matrimoniale Superior Large con Jacuzzi,"Pantheon, Roma",2024-03-20,"8,6",469 recensioni,250 m dal centro,True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Rose Garden Palace Roma by OMNIA hotels,€ 213,Camera Superior Doppia con Letti Singoli,"Via Veneto, Roma",2024-03-20,"8,6",66 recensioni,"1,6 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
New Inn,€ 107,Camera Matrimoniale/Doppia con Letti Singoli,"Stazione Termini, Roma",2024-03-20,"7,4",446 recensioni,"1,4 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Candia Inn Vatican,€ 107,Camera Tripla Classic,"Trionfale, Roma",2024-03-20,"8,0",200 recensioni,"2,8 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Concept Terrace Hotel,€ 227,Camera Deluxe con Balcone,"Trevi, Roma",2024-03-20,"8,9",1.295 recensioni,"1,2 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Colosseo Guest House,€ 151,Camera Deluxe,"Rione Monti, Roma",2024-03-20,"8,6",412 recensioni,"1,3 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
The Glam,€ 265,Camera Superior Matrimoniale/Doppia con Letti Singoli,"Rione Monti, Roma",2024-03-20,"8,6",1.417 recensioni,"0,7 km dal centro",True,,True,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Borgo Pio 91,€ 147,Camera Tripla,"Vaticano Prati, Roma",2024-03-20,"8,4",663 recensioni,"2,1 km dal centro",True,Offerta Inizio 2024 ,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Hotel Celio,€ 303,Camera Standard Matrimoniale/Doppia con Letti Singoli,"Colosseo, Roma",2024-03-20,"8,4",320 recensioni,"1,3 km dal centro",True,,True,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Antica Dimora De Michaelis,€ 149,Camera Matrimoniale,"Piazza Navona, Roma",2024-03-20,"8,2",591 recensioni,1 km dal centro,True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
BQ House Milizie Luxury Rooms,€ 228,Camera Matrimoniale,"Vaticano Prati, Roma",2024-03-20,"8,1",360 recensioni,"2,6 km dal centro",True,Offerta Inizio 2024 ,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Roman Forum Holiday Termini,€ 122,Camera Matrimoniale con Bagno in Comune,"Stazione Termini, Roma",2024-03-20,"7,7",140 recensioni,"2,2 km dal centro",True,,False,False,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Mr Frills,€ 120,Camera Matrimoniale,"Stazione Termini, Roma",2024-03-20,"8,3",284 recensioni,2 km dal centro,True,,False,False,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
"Crowne Plaza Rome St. Peter's, an IHG Hotel",€ 127,Camera Matrimoniale/Doppia con Letti Singoli,"Aurelio, Roma",2024-03-20,"8,1",2.508 recensioni,"4,8 km dal centro",False,Offerta Inizio 2024 ,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Trevi Portrait,€ 144,Camera Tripla,"Trevi, Roma",2024-03-20,"7,5",451 recensioni,"0,9 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Prime Vatican Garden,€ 112,Camera Queen con Vista Giardino,"Vaticano Prati, Roma",2024-03-20,"8,1",138 recensioni,"2,9 km dal centro",True,,False,False,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Domus Palatina,€ 107,Camera King,"Stazione Termini, Roma",2024-03-20,"8,1",533 recensioni,"1,7 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Flaminio Village Bungalow Park,€ 76,Bungalow con Patio (2 Adulti),"Tor Di Quinto, Roma",2024-03-20,"7,6",5.294 recensioni,"6,7 km dal centro",True,,False,False,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Pianeta Roma,€ 93,Camera Deluxe Matrimoniale/Doppia con Letti Singoli,"Trionfale, Roma",2024-03-20,"6,7",809 recensioni,"3,2 km dal centro",True,,False,True,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Gracchi Guest House,€ 180,Camera Tripla Deluxe,"Vaticano Prati, Roma",2024-03-20,"8,7",125 recensioni,2 km dal centro,False,,False,True,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Z-ArchSuites Urbs,€ 142,Appartamento Superior,"San Giovanni, Roma",2024-03-20,"9,1",9 recensioni,"2,8 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
SuiteSistina for Brave Lovers,€ 218,Camera Matrimoniale Deluxe Superior,"Spagna, Roma",2024-03-20,"8,8",1.774 recensioni,"1,1 km dal centro",False,,True,False,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Suites 44,€ 257,Camera Matrimoniale Deluxe,"Vaticano Prati, Roma",2024-03-20,"9,2",539 recensioni,"1,7 km dal centro",True,Offerta Inizio 2024 ,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Excel Roma Montemario,€ 77,Camera Matrimoniale Economy,"Trionfale, Roma",2024-03-20,"6,9",2.532 recensioni,"5,8 km dal centro",True,,True,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Colosseo Relais,€ 146,Camera Tripla,"Rione Monti, Roma",2024-03-20,"9,3",139 recensioni,"0,5 km dal centro",True,Offerta Inizio 2024 ,True,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Tankara Suite,€ 164,Camera King,"Trastevere, Roma",2024-03-20,"9,1",540 recensioni,"1,2 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
"GCF Luxury Suites, Guest house",€ 197,Camera Deluxe Matrimoniale/Doppia con Letti Singoli,"Spagna, Roma",2024-03-20,"9,4",572 recensioni,"1,6 km dal centro",True,,True,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Caesar Place,€ 113,Camera Tripla,"Vaticano Prati, Roma",2024-03-20,"7,7",1.080 recensioni,"2,2 km dal centro",True,,False,False,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Reginella Suites,€ 151,Camera Matrimoniale Standard,"Pantheon, Roma",2024-03-20,"8,2",515 recensioni,500 m dal centro,False,Offerta a tempo limitato ,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
LM Suites Spagna,€ 151,Camera Matrimoniale,"Spagna, Roma",2024-03-20,"8,3",314 recensioni,"1,2 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
L'Oasi Verde a San Pietro apartment,€ 132,Camera Tripla Comfort,"Vaticano Prati, Roma",2024-03-20,"8,8",124 recensioni,"3,1 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
The One Prati Rooms,€ 127,Camera Classic Matrimoniale/Doppia con Letti Singoli,"Vaticano Prati, Roma",2024-03-20,"8,7",383 recensioni,"2,6 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Retro Guest House,€ 92,Camera Matrimoniale con Bagno Privato,"Aurelio, Roma",2024-03-20,"8,7",172 recensioni,"3,2 km dal centro",True,Offerta Inizio 2024 ,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Esposizione Palace Hotel,€ 199,Camera Deluxe Matrimoniale/Doppia con Letti Singoli,"Rione Monti, Roma",2024-03-20,"8,0",1.077 recensioni,"0,8 km dal centro",False,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Affittacamere da Barby,€ 67,Camera Matrimoniale,"Tiburtino, Roma",2024-03-20,"8,5",373 recensioni,"5,3 km dal centro",False,,False,False,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Nori Guest House,€ 91,Camera Matrimoniale Standard con Bagno in Comune,"Rione Monti, Roma",2024-03-20,"8,2",480 recensioni,"1,6 km dal centro",False,,False,True,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
La Meraviglia- San Pietro - Vatican Area,€ 121,Camera Queen Deluxe,"Vaticano Prati, Roma",2024-03-20,"8,8",277 recensioni,"2,7 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Hotel Royal Bissolati,€ 193,Camera Superior Matrimoniale/Doppia con Letti Singoli,"Trevi, Roma",2024-03-20,"7,6",420 recensioni,"1,3 km dal centro",True,,True,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
MC Guest House,€ 94,Camera Matrimoniale con Bagno in Comune,"San Giovanni, Roma",2024-03-20,"8,4",393 recensioni,"2,5 km dal centro",False,Offerta Inizio 2024 ,False,False,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Orazio Palace Hotel,€ 275,Camera Standard Matrimoniale/Doppia con Letti Singoli,"Vaticano Prati, Roma",2024-03-20,"8,8",1.451 recensioni,"1,8 km dal centro",False,,True,True,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Porta di Roma Suite,€ 151,Appartamento con Terrazza,"Monte Sacro, Roma",2024-03-20,10,1 recensione,"9,8 km dal centro",True,,False,True,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Hotel Tirreno,€ 103,Camera Matrimoniale/Doppia con Letti Singoli,"Rione Monti, Roma",2024-03-20,"7,4",514 recensioni,"1,3 km dal centro",False,,True,False,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Campo Marzio Luxury Suites,€ 298,Suite,"Spagna, Roma",2024-03-20,"8,4",537 recensioni,"0,9 km dal centro",True,,True,True,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Eitch Belsiana Relais,€ 294,Camera Matrimoniale Superior,"Spagna, Roma",2024-03-20,"9,6",46 recensioni,1 km dal centro,True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Hotel Porta Pia,€ 141,Camera Classic Matrimoniale/Doppia con Letti Singoli,Roma,2024-03-20,"8,1",1.180 recensioni,"2,4 km dal centro",False,,False,False,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
CIRCLE PIAZZA DI SPAGNA 60 SUITES COLLECTION,€ 306,Suite Executive,"Spagna, Roma",2024-03-20,"8,2",37 recensioni,"1,1 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Hadrianus Temple Suites - The Venue Collection,€ 144,Junior Suite,"Pantheon, Roma",2024-03-20,"8,3",365 recensioni,"0,5 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Kame Hall,€ 212,Camera Deluxe,"Pantheon, Roma",2024-03-20,"8,9",344 recensioni,500 m dal centro,True,,True,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Simon's Guest House Rome,€ 95,Camera Matrimoniale con Bagno Privato,"Appio Latino, Roma",2024-03-20,"9,0",335 recensioni,5 km dal centro,True,Offerta Inizio 2024 ,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Trastevere & Gianicolo Sweet Rest,€ 103,Camera Matrimoniale,"Gianicolense, Roma",2024-03-20,"8,5",151 recensioni,"3,1 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Hotel Valadier,€ 245,Camera Matrimoniale,"Spagna, Roma",2024-03-20,"8,2",2.416 recensioni,"1,5 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
L'Oasi al Pigneto - Guest house,€ 91,Camera Matrimoniale/Doppia con Letti Singoli con Bagno Privato,"Prenestino, Roma",2024-03-20,"9,3",346 recensioni,"4,1 km dal centro",True,,False,True,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
De Guestibus,€ 111,Camera Matrimoniale,"Appio Latino, Roma",2024-03-20,"8,5",290 recensioni,8 km dal centro,True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Poēsis Experience Hotel,€ 277,Junior Suite,"Spagna, Roma",2024-03-20,"9,3",488 recensioni,"1,4 km dal centro",True,,True,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Imperial Rhome Guest House,€ 314,Camera King Superior,"Rione Monti, Roma",2024-03-20,"9,7",146 recensioni,"0,6 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Mondo Antico,€ 102,Camera Matrimoniale con Bagno Privato Esterno,"Aurelio, Roma",2024-03-20,"9,1",375 recensioni,"4,4 km dal centro",True,,True,True,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Hotel Silva,€ 120,Camera Economy Matrimoniale/Doppia con Letti Singoli,"Nomentano, Roma",2024-03-20,"7,8",470 recensioni,"3,4 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Roman Terrace,€ 144,Camera Superior Matrimoniale/Doppia con Letti Singoli,"Stazione Termini, Roma",2024-03-20,"8,3",304 recensioni,"1,4 km dal centro",False,,False,True,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Hotel Fellini,€ 183,Camera Matrimoniale Piccola,"Trevi, Roma",2024-03-20,"8,4",2.224 recensioni,"0,8 km dal centro",True,Offerta Inizio 2024 ,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
INTERNO ROMA,€ 94,Camera Matrimoniale Economy,"Stazione Termini, Roma",2024-03-20,"9,0",143 recensioni,"2,3 km dal centro",False,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Amica Roma Guest House,€ 132,Camera Matrimoniale con Balcone,"Vaticano Prati, Roma",2024-03-20,"9,0",323 recensioni,"2,8 km dal centro",True,,True,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Monti First,€ 168,Camera Matrimoniale,"Rione Monti, Roma",2024-03-20,"8,3",1.008 recensioni,"0,6 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Hotel Infinito - Gruppo BLAM HOTELS,€ 124,Camera Matrimoniale Piccola,"Stazione Termini, Roma",2024-03-20,"7,9",1.062 recensioni,"2,4 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Suite Art Navona,€ 259,Suite,"Piazza Navona, Roma",2024-03-20,"8,0",857 recensioni,1 km dal centro,False,,False,False,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Guest House Arte,€ 154,Camera Deluxe,"Eur, Roma",2024-03-20,"8,1",445 recensioni,"7,4 km dal centro",True,,True,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Venustas Roma Hotel,€ 141,Camera Matrimoniale Economy,"Vaticano Prati, Roma",2024-03-20,"7,6",382 recensioni,"1,4 km dal centro",True,Offerta Inizio 2024 ,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Via Veneto Prestige Rooms,€ 195,Camera Matrimoniale,"Trevi, Roma",2024-03-20,"9,2",1.180 recensioni,"1,1 km dal centro",False,,False,False,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Alexandra Apartment,€ 247,Appartamento con 3 Camere da Letto,"Trionfale, Roma",2024-03-20,"8,5",115 recensioni,"3,4 km dal centro",True,Offerta Inizio 2024 ,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Gulliver's Lodge,€ 136,Camera Tripla,"Rione Monti, Roma",2024-03-20,"8,6",401 recensioni,"1,1 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Mia Suites,€ 243,Camera Matrimoniale,"Spagna, Roma",2024-03-20,"7,9",1.456 recensioni,"0,9 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Maison Imperiale,€ 174,Monolocale con Vista Colosseo,"Rione Monti, Roma",2024-03-20,"7,5",463 recensioni,1 km dal centro,False,,True,True,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Hotel Martini,€ 124,Piccola Camera Matrimoniale con Letto alla Francese,"Stazione Termini, Roma",2024-03-20,"8,0",554 recensioni,"1,1 km dal centro",False,,False,False,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
maribea rome center,€ 187,Camera Matrimoniale Standard,"Piazza Navona, Roma",2024-03-20,"8,6",416 recensioni,"1,1 km dal centro",True,,False,False,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Demi's home,€ 121,Suite con Terrazza,"Vaticano Prati, Roma",2024-03-20,"8,9",210 recensioni,"2,7 km dal centro",False,,False,True,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
B&B Domus Aurea,€ 139,Camera Matrimoniale,"Rione Monti, Roma",2024-03-20,"9,6",343 recensioni,"1,4 km dal centro",False,,True,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Massimi City Garden,€ 119,Camera Standard Matrimoniale/Doppia con Letti Singoli,"Trionfale, Roma",2024-03-20,,,"4,7 km dal centro",False,Offerta Inizio 2024 ,True,False,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
San Anselmo,€ 255,Camera Economy Matrimoniale/Doppia con Letti Singoli,"Aventino, Roma",2024-03-20,"9,0",1.641 recensioni,"1,6 km dal centro",True,,True,False,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Fellini Design Suites,€ 329,Camera King Superior,"Spagna, Roma",2024-03-20,"9,1",229 recensioni,"1,1 km dal centro",True,,False,False,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Hotel Fontana,€ 223,Camera Matrimoniale,"Trevi, Roma",2024-03-20,"7,8",1.033 recensioni,"0,5 km dal centro",True,,True,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Vatican Relais Rome,€ 206,Camera Matrimoniale Standard,"Vaticano Prati, Roma",2024-03-20,"8,7",332 recensioni,"2,2 km dal centro",True,,True,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
TownHouse by the Spanish Steps,€ 273,Appartamento con 2 Camere da Letto e Balcone,"Spagna, Roma",2024-03-20,"8,7",162 recensioni,"1,5 km dal centro",True,,False,True,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
CC Palace Hotel,€ 277,Camera Deluxe Matrimoniale/Doppia con Letti Singoli,"Repubblica, Roma",2024-03-20,"9,1",575 recensioni,1 km dal centro,True,Offerta Inizio 2024 ,True,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Colosseo Prestige Rooms,€ 177,Camera Standard Matrimoniale/Doppia con Letti Singoli,"Rione Monti, Roma",2024-03-20,"9,1",748 recensioni,"0,9 km dal centro",False,,False,False,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Augusta Lucilla Palace,€ 126,Camera Matrimoniale Piccola,"Stazione Termini, Roma",2024-03-20,"8,4",4.154 recensioni,"1,3 km dal centro",False,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Residenza Giustiniani,€ 117,Camera Superior Doppia con Letti Singoli,"Stazione Termini, Roma",2024-03-20,"8,2",111 recensioni,"1,8 km dal centro",True,Offerta Inizio 2024 ,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Vibe Nazionale,€ 280,Camera Piccola con Letto a Una Piazza e Mezza,"Rione Monti, Roma",2024-03-20,"8,0",1.230 recensioni,"0,8 km dal centro",True,Offerta Inizio 2024 ,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Guest House Cavour 278,€ 158,Camera Matrimoniale,"Rione Monti, Roma",2024-03-20,"9,5",369 recensioni,"0,6 km dal centro",False,,True,True,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Gemelli Hotel,€ 162,Camera Matrimoniale Standard,"Trionfale, Roma",2024-03-20,"8,2",950 recensioni,"6,1 km dal centro",False,,True,False,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Monte Zebio Boutique Suites,€ 97,Camera Matrimoniale Piccola,"Vaticano Prati, Roma",2024-03-20,"6,1",465 recensioni,"2,8 km dal centro",True,,True,False,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Pantheon Inn,€ 214,Camera Matrimoniale,"Pantheon, Roma",2024-03-20,"8,1",1.905 recensioni,400 m dal centro,True,,True,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Hotel Bella Vita,€ 110,Camera Matrimoniale con Bagno Privato,"Tiburtino, Roma",2024-03-20,"8,0",803 recensioni,"4,3 km dal centro",True,,True,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Yes Hotel Boutique Rome,€ 191,Camera Matrimoniale/Doppia con Letti Singoli,"Stazione Termini, Roma",2024-03-20,"8,5",979 recensioni,"1,9 km dal centro",True,,False,True,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Urban Garden Hotel,€ 109,Camera Matrimoniale,"Tiburtino, Roma",2024-03-20,"7,3",1.282 recensioni,"7,9 km dal centro",False,,False,True,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Rome Times Hotel,€ 239,Camera Classic Matrimoniale/Doppia con Letti Singoli - Dependance,"Rione Monti, Roma",2024-03-20,"8,1",1.200 recensioni,"0,7 km dal centro",False,,False,True,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Heart of San Lorenzo,€ 88,Camera Tripla con Bagno Privato,"San Lorenzo, Roma",2024-03-20,"8,0",454 recensioni,"2,6 km dal centro",True,Offerta Inizio 2024 ,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Orange Garden B&B,€ 143,Camera Matrimoniale,"Vaticano Prati, Roma",2024-03-20,"7,9",720 recensioni,2 km dal centro,True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
IHH Suites Rome,€ 144,Camera Queen,"Spagna, Roma",2024-03-20,"8,8",416 recensioni,"1,6 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Sunny Guest House,€ 127,Camera Matrimoniale,Roma,2024-03-20,"7,7",1.277 recensioni,"2,2 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Gregorio VII Luxury Suites San Damaso,€ 152,Suite Luna di Miele,"Aurelio, Roma",2024-03-20,"7,4",327 recensioni,"3,1 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Free Hostels Roma,€ 115,Camera Matrimoniale con Bagno Privato,"Stazione Termini, Roma",2024-03-20,"8,7",2.751 recensioni,"2,2 km dal centro",True,,False,True,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
RESIDENZA 62,€ 172,Camera Matrimoniale Standard,"Stazione Termini, Roma",2024-03-20,"9,5",290 recensioni,"1,5 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Niclas Luxury Apartments,€ 161,Appartamento Superior,"Eur, Roma",2024-03-20,"8,1",182 recensioni,"8,3 km dal centro",True,,False,False,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Rest Guesthouse,€ 141,Camera Matrimoniale/Doppia con Letti Singoli,"Trionfale, Roma",2024-03-20,"8,8",269 recensioni,"2,6 km dal centro",True,Offerta Inizio 2024 ,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Belli 36 Rooms,€ 198,Camera Matrimoniale Superior,"Vaticano Prati, Roma",2024-03-20,"9,2",229 recensioni,"1,6 km dal centro",True,,False,True,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Navona Studio Apartment,€ 152,Appartamento,"Piazza Navona, Roma",2024-03-20,"8,7",218 recensioni,"1,1 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Good Life Monti,€ 156,Camera Matrimoniale Deluxe,"Rione Monti, Roma",2024-03-20,"7,5",330 recensioni,"0,7 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
CANELLA HOTEL,€ 86,Camera Matrimoniale,Roma,2024-03-20,"7,3",523 recensioni,8 km dal centro,True,,True,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Hostel Cosmos,€ 123,Camera Matrimoniale,"Stazione Termini, Roma",2024-03-20,"9,0",187 recensioni,2 km dal centro,False,,False,True,True,Windows,sunnytraveler,desktop,03-03-2024---14:16
Affittacamere Alessia&Calliope,€ 113,Camera Matrimoniale Comfort,"Vaticano Prati, Roma",2024-03-20,"7,5",369 recensioni,"2,1 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Le Stanze di Elisa,€ 159,Junior Suite,"Vaticano Prati, Roma",2024-03-20,"8,7",338 recensioni,"1,9 km dal centro",True,Offerta Inizio 2024 ,True,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Dodo Holiday in Rome,€ 97,Camera Matrimoniale Deluxe con Balcone,"Tiburtino, Roma",2024-03-20,"8,2",420 recensioni,"4,3 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Hello Roma B&B,€ 102,Camera Matrimoniale con Bagno,"Ostiense, Roma",2024-03-20,"7,2",786 recensioni,"4,2 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
New Design St.Peter,€ 169,Camera Matrimoniale Standard,"Vaticano Prati, Roma",2024-03-20,"9,3",362 recensioni,"2,7 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
L'antica Locanda Dell'Orso,€ 118,Camera Matrimoniale Piccola,"Piazza Navona, Roma",2024-03-20,"7,8",2.093 recensioni,"1,1 km dal centro",False,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Giselda Home,€ 152,Camera Matrimoniale/Doppia con Letti Singoli con Bagno Privato,"Trastevere, Roma",2024-03-20,"8,1",381 recensioni,"1,3 km dal centro",True,,True,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Hotel Borromeo,€ 286,Camera Matrimoniale/Doppia con Letti Singoli,"Rione Monti, Roma",2024-03-20,"8,0",3.985 recensioni,"1,1 km dal centro",True,,True,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Hotel Parker - Gruppo BLAM HOTELS,€ 150,Camera Classic Matrimoniale/Doppia con Letti Singoli,"Stazione Termini, Roma",2024-03-20,"8,2",2.737 recensioni,"2,5 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
Colosseoinn,€ 117,Camera Matrimoniale con Balcone,"Rione Monti, Roma",2024-03-20,"7,4",416 recensioni,"1,6 km dal centro",True,,False,False,False,Windows,sunnytraveler,desktop,03-03-2024---14:16
