nome_hotel,prezzo,stanza,città,data,punteggio,numero_recensioni,distanza_centro,genius,offerte,colazione_inclusa,senza_pagamento_anticipato,cancellazione_gratuita,os,username,user_agent_type,TIMESTAMP
Guesthouse Borromeo Roma,€ 129,Camera Familiare Standard,"Vaticano Prati, Roma",2024-03-20,"8,5",406 recensioni,"1,4 km dal centro",True,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Telier Tomacelli,€ 166,Camera Matrimoniale Deluxe,"Spagna, Roma",2024-03-20,"8,6",145 recensioni,"1,1 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Ponte Milvio Luxury House,€ 337,Appartamento con 2 Camere da Letto,"Tor Di Quinto, Roma",2024-03-20,"8,8",78 recensioni,"4,8 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
ArtHouse Termini,€ 106,Camera Matrimoniale,"Stazione Termini, Roma",2024-03-20,"8,0",297 recensioni,"1,5 km dal centro",True,Offerta Inizio 2024 ,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Roma Room Hotel,€ 104,Camera Matrimoniale Standard,"Nomentano, Roma",2024-03-20,"7,2",1.147 recensioni,3 km dal centro,True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Lunaria Suites Rome Vaticano,€ 208,Camera Matrimoniale,"Vaticano Prati, Roma",2024-03-20,"9,1",203 recensioni,"2,3 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
La Vite Vaticana,€ 118,Camera Matrimoniale Standard,"Vaticano Prati, Roma",2024-03-20,"8,9",550 recensioni,"2,5 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Rooms Piramide,€ 98,Camera Matrimoniale con Bagno Privato,"Aventino, Roma",2024-03-20,"7,1",119 recensioni,"2,5 km dal centro",False,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Prime Vatican Suites,€ 111,Camera Tripla Deluxe,"Trionfale, Roma",2024-03-20,"8,0",230 recensioni,"2,9 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Interno 7 Luxury Rooms B&B,€ 156,Camera Matrimoniale Superior,"Rione Monti, Roma",2024-03-20,"9,3",661 recensioni,"0,7 km dal centro",True,Offerta Inizio 2024 ,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Albergo Sandra,€ 98,Camera Matrimoniale con Bagno in Comune,"Stazione Termini, Roma",2024-03-20,"7,1",414 recensioni,"2,1 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Margutta 54 Luxury Suites,€ 212,Junior Suite,"Spagna, Roma",2024-03-20,"8,6",200 recensioni,"1,4 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Il Monastero Collection,€ 207,Camera Matrimoniale Comfort,"Aventino, Roma",2024-03-20,"9,0",1.462 recensioni,1 km dal centro,True,Offerta Inizio 2024 ,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Vatican Rooms Holiday in Rome,€ 120,Camera Tripla,"Trionfale, Roma",2024-03-20,"9,0",579 recensioni,"3,3 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Trinità Grand Suite,€ 232,Camera Tripla Classic,"Spagna, Roma",2024-03-20,"8,8",452 recensioni,"0,9 km dal centro",True,Offerta Inizio 2024 ,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Castro Pretorio,€ 159,Camera Matrimoniale Deluxe,"Stazione Termini, Roma",2024-03-20,"8,9",126 recensioni,"2,1 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
LUDUS ROOMS,€ 168,Camera Matrimoniale,"Rione Monti, Roma",2024-03-20,"8,9",234 recensioni,"1,2 km dal centro",False,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
COLLINA 24 SUITES - close to VIA VENETO,€ 128,Camera Matrimoniale Deluxe,"Via Veneto, Roma",2024-03-20,"8,1",648 recensioni,"1,9 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Navona Private Rooms bnb,€ 117,Camera Matrimoniale con Bagno Privato,"Piazza Navona, Roma",2024-03-20,"7,4",312 recensioni,"1,1 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
La Casa di Emanuela,€ 464,Appartamento con 2 Camere da Letto,"Stazione Termini, Roma",2024-03-20,"9,1",90 recensioni,"1,9 km dal centro",True,Offerta SuperSegreta ,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Unicum Roma Suites,€ 152,Camera Deluxe,Roma,2024-03-20,"9,4",346 recensioni,"4,2 km dal centro",True,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
CityLife Rome,€ 156,Camera Economy Matrimoniale/Doppia con Letti Singoli,"Stazione Termini, Roma",2024-03-20,"9,1",854 recensioni,"1,7 km dal centro",True,,True,True,True,MacOS,marcofantile,desktop,03-03-2024---15:12
La Residenza,€ 217,Camera Matrimoniale Classic,"Via Veneto, Roma",2024-03-20,"8,6",977 recensioni,"1,3 km dal centro",True,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
B&B Gaudium Colosseo,€ 154,Camera Matrimoniale Piccola con Bagno Privato,"Rione Monti, Roma",2024-03-20,"9,3",238 recensioni,1 km dal centro,True,Offerta Inizio 2024 ,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Torre Argentina Relais - Residenze di Charme,€ 213,Camera Matrimoniale Piccola Smart,"Pantheon, Roma",2024-03-20,"9,3",2.048 recensioni,"0,5 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Auditorium Mecenate,€ 123,Camera Matrimoniale,"Stazione Termini, Roma",2024-03-20,"8,1",825 recensioni,"1,6 km dal centro",True,Offerta Inizio 2024 ,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Hub Pantheon,€ 214,Camera Matrimoniale Superior,"Pantheon, Roma",2024-03-20,"8,8",397 recensioni,"0,6 km dal centro",True,Offerta Inizio 2024 ,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
H10 Palazzo Galla,€ 294,Camera Matrimoniale/Doppia con Letti Singoli con Vista Città,"Trevi, Roma",2024-03-20,"9,2",1.884 recensioni,250 m dal centro,False,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Hotel Everest,€ 123,Camera Matrimoniale,"Stazione Termini, Roma",2024-03-20,"8,7",859 recensioni,"1,4 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Hotel Anacapri,€ 109,Camera Matrimoniale Economy,"Stazione Termini, Roma",2024-03-20,"7,6",443 recensioni,"1,9 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Hotel Vespasiano,€ 159,Camera Matrimoniale,"Vaticano Prati, Roma",2024-03-20,"8,4",664 recensioni,"2,5 km dal centro",True,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Dulcis In Vatican b&b,€ 127,Camera Matrimoniale con Bagno Privato Esterno,"Trionfale, Roma",2024-03-20,"8,8",254 recensioni,"3,3 km dal centro",True,Offerta Inizio 2024 ,True,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
La Dolce Vita Guesthouse,€ 97,Camera Matrimoniale con Bagno in Comune,"San Giovanni, Roma",2024-03-20,"7,8",563 recensioni,"2,6 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Re Monti,€ 153,Camera Matrimoniale Piccola,"Rione Monti, Roma",2024-03-20,"8,4",778 recensioni,1 km dal centro,True,,False,True,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Michelangelo Vatican Rooms,€ 92,Camera Matrimoniale/Doppia con Letti Singoli,"Vaticano Prati, Roma",2024-03-20,"8,4",209 recensioni,"3,3 km dal centro",True,Offerta Inizio 2024 ,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Vatican Suite Home,€ 175,Camera Matrimoniale Deluxe,"Vaticano Prati, Roma",2024-03-20,"9,3",418 recensioni,2 km dal centro,True,Offerta Inizio 2024 ,True,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Edomus Roma,€ 98,Camera Deluxe (2 Adulti + 1 Bambino),Roma,2024-03-20,"9,4",226 recensioni,"3,4 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Alius and Freerome Hotel,€ 130,Camera Tripla Classic,"Stazione Termini, Roma",2024-03-20,"7,6",789 recensioni,"1,1 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Ricciardelli Luxury Studios - Piazza di Spagna,€ 275,Camera Matrimoniale Superior con Vista Città,"Spagna, Roma",2024-03-20,"9,6",224 recensioni,"1,1 km dal centro",True,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Daplace - HQH Colosseo,€ 171,Camera Matrimoniale/Doppia con Letti Singoli,"Rione Monti, Roma",2024-03-20,"8,0",1.056 recensioni,"0,7 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Aventino Guest House,€ 112,Camera Matrimoniale/Doppia con Letti Singoli,"Aventino, Roma",2024-03-20,"8,7",1.014 recensioni,"1,6 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Navona Theatre Hotel,€ 228,Camera Matrimoniale/Doppia con Letti Singoli in Edificio Separato a 150 Metri,"Piazza Navona, Roma",2024-03-20,"8,7",1.229 recensioni,"0,9 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
"amoRaRoma, economy guest house with shared bathrooms",€ 89,Camera Tripla Economy con Bagno in Comune,"Vaticano Prati, Roma",2024-03-20,"7,0",437 recensioni,"1,6 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Baboon Room,€ 179,Camera King Deluxe,"Spagna, Roma",2024-03-20,"8,7",539 recensioni,"1,4 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Hotel Ciao,€ 118,Camera Matrimoniale,"Stazione Termini, Roma",2024-03-20,"8,3",2.049 recensioni,"1,9 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Melody Suite Rome,€ 129,Camera Matrimoniale Classic,"Via Veneto, Roma",2024-03-20,"8,7",264 recensioni,2 km dal centro,True,Offerta Inizio 2024 ,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Grand Hotel Tiberio,€ 204,Camera Matrimoniale Classic,"Trionfale, Roma",2024-03-20,"8,1",2.359 recensioni,4 km dal centro,True,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Winkler Suites,€ 130,Camera Matrimoniale Deluxe,"Vaticano Prati, Roma",2024-03-20,"9,4",595 recensioni,"2,1 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Castel Sant'Angelo Apartments - Exclusive & Luxury,€ 418,Appartamento con 2 Camere da Letto,"Piazza Navona, Roma",2024-03-20,"9,5",219 recensioni,"1,4 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
"Rome Plaza Suites, Luxury Collection",€ 186,Junior Suite,"Villa Borghese/Parioli, Roma",2024-03-20,"8,6",134 recensioni,"1,9 km dal centro",True,Offerta a tempo limitato ,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Holiday House Belle Arti - NEL CUORE DI ROMA,€ 226,Camera Matrimoniale/Doppia con Letti Singoli con Bagno Privato Esterno,"Villa Borghese/Parioli, Roma",2024-03-20,"8,9",35 recensioni,"2,7 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Otium Fornaci San Pietro,€ 148,Camera Matrimoniale Deluxe con Balcone,"Aurelio, Roma",2024-03-20,"8,0",252 recensioni,"2,1 km dal centro",True,,False,True,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Hotel S. Anna,€ 216,Camera Matrimoniale Economy,"Vaticano Prati, Roma",2024-03-20,"9,1",691 recensioni,2 km dal centro,True,,False,True,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Approdo Ripetta,€ 152,Camera Tripla,"Spagna, Roma",2024-03-20,"8,7",362 recensioni,"1,1 km dal centro",False,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Bonfalco Suite,€ 214,Camera Deluxe,"Vaticano Prati, Roma",2024-03-20,"9,4",134 recensioni,"1,4 km dal centro",True,Offerta Inizio 2024 ,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Piranesi Charmsuite,€ 185,Appartamento con 1 Camera da Letto,"Rione Monti, Roma",2024-03-20,"9,1",163 recensioni,"1,6 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Venus Inn B&B Rome,€ 173,Camera Deluxe Doppia con Letti Singoli,"Vaticano Prati, Roma",2024-03-20,"9,1",252 recensioni,"1,8 km dal centro",True,Offerta Inizio 2024 ,True,True,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Lory House,€ 141,Camera Matrimoniale Standard,"Vaticano Prati, Roma",2024-03-20,"8,9",286 recensioni,"2,5 km dal centro",True,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Courtyard by Marriott Rome Central Park,€ 185,Camera con 2 Letti Singoli - Piano Basso,"Trionfale, Roma",2024-03-20,"8,2",688 recensioni,"5,7 km dal centro",False,,False,True,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Locanda San Cosimato,€ 107,Camera Matrimoniale Standard,"Trastevere, Roma",2024-03-20,"7,5",488 recensioni,"1,4 km dal centro",False,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Hotel Principessa Isabella,€ 177,Camera Matrimoniale/Doppia con Letti Singoli,"Via Veneto, Roma",2024-03-20,"8,1",1.490 recensioni,"1,8 km dal centro",True,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Domus Vatican Holiday,€ 121,Camera Deluxe Matrimoniale/Doppia con Letti Singoli,"Aurelio, Roma",2024-03-20,"9,0",48 recensioni,"3,8 km dal centro",True,,False,True,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Downtown Luxury B&B,€ 134,Camera Matrimoniale con Bagno Privato,"Stazione Termini, Roma",2024-03-20,"7,9",131 recensioni,"1,2 km dal centro",True,Offerta Inizio 2024 ,True,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Monastero dei Santi,€ 395,Suite con Vista Città,"Trionfale, Roma",2024-03-20,"9,4",376 recensioni,4 km dal centro,True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Dante's Hell B&B,€ 138,Camera Matrimoniale,"Pantheon, Roma",2024-03-20,"9,0",268 recensioni,"0,8 km dal centro",False,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Trastevere B&D Rooms,€ 115,Camera Matrimoniale,"Gianicolense, Roma",2024-03-20,"8,3",26 recensioni,"2,5 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Relais Villa Coppedè,€ 152,Camera Deluxe Matrimoniale/Doppia con Letti Singoli,Roma,2024-03-20,"8,2",565 recensioni,"3,2 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
MyBedCavour,€ 131,Camera Matrimoniale,"Vaticano Prati, Roma",2024-03-20,"8,9",303 recensioni,"1,6 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Suites Giulia,€ 173,Appartamento Standard,"Piazza Navona, Roma",2024-03-20,"8,9",112 recensioni,"1,4 km dal centro",True,Offerta Inizio 2024 ,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
New Born,€ 111,Camera Standard Matrimoniale/Doppia con Letti Singoli,"Stazione Termini, Roma",2024-03-20,"8,4",102 recensioni,"2,1 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
DA ME Suites,€ 173,Camera Matrimoniale Superior,"Spagna, Roma",2024-03-20,"8,9",993 recensioni,"1,8 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Santa Maria Maggiore,€ 120,Camera Matrimoniale Piccola,"Rione Monti, Roma",2024-03-20,"7,7",163 recensioni,"1,2 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
PapavistaRelais,€ 151,Camera Matrimoniale/Doppia con Letti Singoli,"Trionfale, Roma",2024-03-20,"8,5",305 recensioni,"2,8 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Hotel Giolli Nazionale,€ 253,Camera Piccola con Letto a Una Piazza e Mezza,"Rione Monti, Roma",2024-03-20,"8,1",6.378 recensioni,"0,8 km dal centro",True,Offerta Inizio 2024 ,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Villa Eur Parco Dei Pini,€ 276,Camera Matrimoniale/Doppia con Letti Singoli,"Eur, Roma",2024-03-20,"7,3",3.904 recensioni,"8,2 km dal centro",True,,False,True,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Oasi Guest House,€ 109,Camera Matrimoniale Economy,"Stazione Termini, Roma",2024-03-20,"8,0",148 recensioni,"1,6 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
The Style,€ 265,Camera Superior Matrimoniale/Doppia con Letti Singoli,"Spagna, Roma",2024-03-20,"8,4",1.100 recensioni,"0,9 km dal centro",True,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Donna Camilla Savelli - VRetreats,€ 214,Executive room,"Trastevere, Roma",2024-03-20,"8,8",2.677 recensioni,"1,5 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Residenza Canova Tadolini - Guesthouse,€ 154,Camera Matrimoniale Classic,"Spagna, Roma",2024-03-20,"8,5",552 recensioni,"1,4 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Sistina Twentythree luxury rooms,€ 192,Camera Deluxe,"Centro di Roma, Roma",2024-03-20,"8,8",531 recensioni,1 km dal centro,True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Suite Castrense,€ 150,Camera Matrimoniale/Doppia con Letti Singoli,"Tiburtino, Roma",2024-03-20,"8,9",355 recensioni,"2,3 km dal centro",True,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Residenza Ki,€ 181,Camera Matrimoniale/Doppia con Letti Singoli,"Trevi, Roma",2024-03-20,"7,5",1.398 recensioni,"0,8 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Quirinale luxury suite Roma,€ 120,Ampia Camera Matrimoniale,"Stazione Termini, Roma",2024-03-20,"7,1",419 recensioni,"1,2 km dal centro",True,Offerta Inizio 2024 ,True,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Hostel Mosaic,€ 83,Camera Matrimoniale con Bagno Privato,"Stazione Termini, Roma",2024-03-20,"7,3",3.815 recensioni,"1,9 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Milizie 76 Gallery,€ 129,Camera Matrimoniale Deluxe,"Vaticano Prati, Roma",2024-03-20,"8,6",635 recensioni,"2,6 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
The Place,€ 100,Camera Matrimoniale Superior,"San Giovanni, Roma",2024-03-20,"7,0",4 recensioni,"2,4 km dal centro",True,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Unicum Vite,€ 167,Camera King Standard,"Spagna, Roma",2024-03-20,"8,5",772 recensioni,"0,9 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
52 Vespasiano Vatican Suites,€ 128,Camera Deluxe,"Vaticano Prati, Roma",2024-03-20,"9,3",144 recensioni,"2,6 km dal centro",True,Offerta Inizio 2024 ,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Vatican Charme,€ 176,Camera Matrimoniale,"Vaticano Prati, Roma",2024-03-20,"9,1",396 recensioni,"2,3 km dal centro",True,,True,True,True,MacOS,marcofantile,desktop,03-03-2024---15:12
B&B CultRoma Roof Garden,€ 111,Camera Matrimoniale,Roma,2024-03-20,"8,1",179 recensioni,"3,1 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
"Albergo Delle Regioni, Barberini - Fontana di Trevi",€ 210,Camera Matrimoniale,"Trevi, Roma",2024-03-20,"9,4",951 recensioni,"0,9 km dal centro",True,,False,True,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Noba Hotel e Residenze,€ 167,Camera Matrimoniale Standard,"Monte Sacro, Roma",2024-03-20,"8,2",1.733 recensioni,"5,4 km dal centro",True,,True,True,True,MacOS,marcofantile,desktop,03-03-2024---15:12
SuiteFrattini Private Spa,€ 158,Camera King con Vasca Idromassaggio,"Portuense, Roma",2024-03-20,"9,0",640 recensioni,"5,5 km dal centro",True,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Marco E Laura B&B,€ 116,Camera Matrimoniale/Doppia con Letti Singoli,"Vaticano Prati, Roma",2024-03-20,"7,7",882 recensioni,"3,3 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Best Suites Pantheon,€ 130,Camera Matrimoniale Piccola,"Pantheon, Roma",2024-03-20,"7,8",286 recensioni,"0,6 km dal centro",True,Offerta Inizio 2024 ,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Spazio Cavour Guesthouse,€ 144,Camera Deluxe (2 Adulti + 1 Bambino),"Vaticano Prati, Roma",2024-03-20,"8,3",413 recensioni,"1,4 km dal centro",True,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Hotel Locarno,€ 511,Camera Classic Matrimoniale/Doppia con Letti Singoli,"Spagna, Roma",2024-03-20,"9,3",728 recensioni,"1,7 km dal centro",True,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
CAVOUR URBAN ROOMS,€ 147,Camera Tripla con Bagno Privato,"Rione Monti, Roma",2024-03-20,"7,7",97 recensioni,"1,1 km dal centro",True,,False,True,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Il Corso Comfort Rooms,€ 245,Suite,"Spagna, Roma",2024-03-20,"9,2",291 recensioni,"1,5 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Domna Luxury Suites,€ 260,Monolocale Deluxe,"Pantheon, Roma",2024-03-20,"9,4",298 recensioni,"0,7 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Antica Dimora Delle Cinque Lune,€ 154,Camera Matrimoniale Piccola,"Piazza Navona, Roma",2024-03-20,"8,3",1.644 recensioni,1 km dal centro,True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Antica Residenza Del Corso,€ 197,Camera Matrimoniale Superior,"Spagna, Roma",2024-03-20,"8,5",957 recensioni,"0,8 km dal centro",True,,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Il Covo B&B,€ 146,Camera Matrimoniale,"Rione Monti, Roma",2024-03-20,"8,4",1.792 recensioni,"0,7 km dal centro",False,,True,True,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Bed And Best,€ 130,Camera Matrimoniale Economy,"Vaticano Prati, Roma",2024-03-20,"9,3",293 recensioni,2 km dal centro,True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
LH Hotel Lloyd Roma,€ 124,Camera Matrimoniale/Doppia con Letti Singoli,Roma,2024-03-20,"7,9",1.510 recensioni,"2,5 km dal centro",True,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Four Rivers Suites,€ 173,Camera Matrimoniale Classic,"Piazza Navona, Roma",2024-03-20,"8,5",1.044 recensioni,"0,9 km dal centro",False,,False,True,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Hotel Bright,€ 82,Camera Doppia con Letti Singoli,Roma,2024-03-20,"7,4",823 recensioni,"9,5 km dal centro",False,,False,True,True,MacOS,marcofantile,desktop,03-03-2024---15:12
BQ House Castello Luxury Rooms,€ 168,Camera Matrimoniale,"Vaticano Prati, Roma",2024-03-20,"7,9",413 recensioni,"1,8 km dal centro",True,Offerta Inizio 2024 ,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Jadore Monic,€ 113,Monolocale Familiare,"Nomentano, Roma",2024-03-20,"8,8",772 recensioni,4 km dal centro,True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
B&B Easy,€ 115,Camera Matrimoniale Deluxe,"Aventino, Roma",2024-03-20,"9,4",1.083 recensioni,"2,6 km dal centro",True,,True,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Stefano House Roma,€ 141,Camera Queen Deluxe,"Vaticano Prati, Roma",2024-03-20,"8,9",511 recensioni,"2,4 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Jadore Monic,€ 116,Camera Tripla con Bagno Privato,"Nomentano, Roma",2024-03-20,"9,4",49 recensioni,"3,8 km dal centro",True,,True,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
94Rooms Vatican Guest House - Vigliena,€ 130,Camera Matrimoniale,"Vaticano Prati, Roma",2024-03-20,"7,8",369 recensioni,"2,3 km dal centro",False,Offerta Inizio 2024 ,False,True,True,MacOS,marcofantile,desktop,03-03-2024---15:12
House 4 Mori,€ 94,Camera Matrimoniale Standard,"Via Veneto, Roma",2024-03-20,"8,2",47 recensioni,"1,9 km dal centro",False,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Rome Marriott Park Hotel,€ 155,Camera Deluxe con 1 Letto King-Size,"Magliana Vecchia, Roma",2024-03-20,"7,5",2.224 recensioni,"10,9 km dal centro",False,,False,True,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Guesthouse Pop,€ 127,Camera Matrimoniale,"Trionfale, Roma",2024-03-20,"8,7",435 recensioni,"3,1 km dal centro",True,,False,True,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Spagna Secret Rooms,€ 198,Camera Matrimoniale Superior,"Spagna, Roma",2024-03-20,"9,0",481 recensioni,"1,2 km dal centro",True,Offerta Inizio 2024 ,False,False,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Etruska luxury Trastevere,€ 167,Camera Tripla Deluxe,"Trastevere, Roma",2024-03-20,"9,0",606 recensioni,"1,4 km dal centro",True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Esposizione Palace Hotel,€ 180,Camera Deluxe Matrimoniale/Doppia con Letti Singoli,"Rione Monti, Roma",2024-03-20,"8,0",1.077 recensioni,"0,8 km dal centro",False,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
BQ House Colosseo Luxury Rooms,€ 411,Camera Matrimoniale/Doppia con Letti Singoli con Bagno Privato,"Rione Monti, Roma",2024-03-20,"8,5",272 recensioni,"1,4 km dal centro",True,Offerta Inizio 2024 ,False,True,True,MacOS,marcofantile,desktop,03-03-2024---15:12
Elegantia Luxury Rooms,€ 287,Camera Matrimoniale Deluxe,"Vaticano Prati, Roma",2024-03-20,"9,6",172 recensioni,"1,4 km dal centro",True,Offerta Inizio 2024 ,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
Bibi e Romeo's Home,€ 120,Camera Matrimoniale con Bagno Privato,"Trionfale, Roma",2024-03-20,"9,0",791 recensioni,3 km dal centro,True,,False,False,False,MacOS,marcofantile,desktop,03-03-2024---15:12
